0,45638431,Waterfront House on Weiss Lake,4.98,6 guests,3 bedrooms,entire_home,3 beds,1.5 baths,False,Cottage in Centre,34.17814,-85.67028,$191,191,https://a0.muscache.com/im/pictures/4a294489-8289-47df-8ee6-aa66a63ade38.jpg?im_w=720,55,Alabama
1,24181079,At the Beach with Water View !!,4.77,6 guests,2 bedrooms,entire_home,3 beds,2 baths,False,Condo in Gulf Shores,30.24655,-87.70464,$165,165,https://a0.muscache.com/im/pictures/9b6dfa03-6b5c-48be-b2ba-0e57f3b92bac.jpg?im_w=720,70,Alabama
2,36995109,Clovers Cabin,4.96,2 guests,1 bedroom,entire_home,,1 bath,False,Tiny home in Springville,33.8561,-86.3831,$88,88,https://a0.muscache.com/im/pictures/487d718f-9ba3-402a-bdb6-654122dc117e.jpg?im_w=720,329,Alabama
3,48105193,Private Room in Quiet Cul-de-sac - 1,4.97,2 guests,1 bedroom,private_room,1 bed,1 shared bath,False,Private room in Huntsville,34.63873,-86.72372,$45,45,https://a0.muscache.com/im/pictures/miso/Hosting-48105193/original/220695ed-bf6a-4617-94d0-53fe45c192a3.jpeg?im_w=720,33,Alabama
4,37500701,Relaxing Riverside Paradise!,4.95,2 guests,1 bedroom,entire_home,1 bed,1 bath,False,Tiny home in Fosters,33.1003,-87.61941,$143,143,https://a0.muscache.com/im/pictures/a798a334-f049-423d-9437-00fa9f545366.jpg?im_w=720,213,Alabama
5,602759822025166158,Honeycomb Fishing Hideout at Lake Guntersville,,6 guests,3 bedrooms,entire_home,4 beds,2 baths,True,Home in Grant,34.4769,-86.30755,$135,135,https://a0.muscache.com/im/pictures/miso/Hosting-602759822025166158/original/932ccec5-363b-4e3a-bfc6-25dee58805f3.jpeg?im_w=720,2,Alabama
6,34711058,2BR 2.5 BA Townhome. Convenient to Everything,4.92,6 guests,2 bedrooms,entire_home,3 beds,2.5 baths,False,Townhouse in Orange Beach,30.26811,-87.59683,$257,257,https://a0.muscache.com/im/pictures/miso/Hosting-34711058/original/db3b5b1e-153d-4304-9be4-14ab1baacf58.jpeg?im_w=720,105,Alabama
7,567425595489834560,Ocean Front view condo Phoenix I 1096,,4 guests,1 bedroom,entire_home,,1 bath,False,Condo in Orange Beach,30.26252,-87.61222,$248,248,https://a0.muscache.com/im/pictures/prohost-api/Hosting-567425595489834560/original/7b90c4d9-64cc-4c4b-83ad-d4169d38741c.jpeg?im_w=720,1,Alabama
8,52853269,Weekday Sale May+ HotTub+FirePit+Fireplace+Pets,5.0,5 guests,2 bedrooms,entire_home,2 beds,1.5 baths,False,Home in Mentone,34.54452,-85.60983,$203,203,https://a0.muscache.com/im/pictures/miso/Hosting-52853269/original/90523f54-fab3-483e-81dc-e32ccb5b6854.jpeg?im_w=720,18,Alabama
9,53718154,"Seventh Floor Oceanfront Condo with Shared Pool, Ocean View, and Free WiFi",3.88,4 guests,1 bedroom,entire_home,1 bed,1 bath,False,Condo in Gulf Shores,30.24584,-87.69492,$238,238,https://a0.muscache.com/im/pictures/prohost-api/Hosting-53718154/original/8bc40192-81a2-456b-8794-010b617ef81b.jpeg?im_w=720,8,Alabama
